srcStateName,srcDistrictName,Functional Sub Centres,Functional Primary Health Centres,Functional Community Health Centres,Functional Health and Wellness Centres-Sub Centres,Functional Health and Wellness Centres-Primary Health Centres,Functional Sub Divisional Hospitals,Functional District Hospitals,srcYear,YearCode,Year,Country,StateCode,StateName,DistrictCode
Tripura,Khowai District,104,9,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,444
Tripura,North District,95,14,3,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,445
Tripura,Sepahijala District,146,15,4,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,446
Tripura,South District,110,7,5,40,11,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,447
Tripura,West Tripura,173,13,3,0,5,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,448
Tripura,Unakoti District,70,6,1,0,5,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,449
Tripura,Dhalai,121,6,2,0,10,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,450
Uttarakhand,Almora,206,25,8,0,0,2,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,451
Uttarakhand,Bageshwar,84,13,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,452
Uttarakhand,Chamoli,110,16,6,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,453
Uttarakhand,Champawat,68,8,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,454
Uttarakhand,Dehradun,157,21,7,18,2,4,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,455
Uttarakhand,Haridwar,160,26,7,0,3,2,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,456
Uttarakhand,Nainital,128,12,8,15,3,4,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,457
Uttarakhand,Pauri Garhwal,228,26,5,10,3,3,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,458
Uttarakhand,Pithoragarh,156,18,4,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,459
Uttarakhand,Tehri Garhwal,68,29,5,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,460
Uttarakhand,Rudraprayag,204,16,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,461
Uttarakhand,U S NAGAR,153,23,7,0,3,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,462
Uttarakhand,Uttarkashi,82,10,4,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,641
Uttar Pradesh,Agra,377,42,16,18,33,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,668
Uttar Pradesh,Aligarh,333,45,13,0,8,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,669
Uttar Pradesh,Allahabad (Prayagpur),539,58,19,23,26,0,6,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,672
Uttar Pradesh,Ambedkar Nagar,272,15,10,0,13,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,673
Uttar Pradesh,Auraiya,148,17,7,17,9,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,674
Uttar Pradesh,Azamgarh,477,56,19,16,21,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,675
Uttar Pradesh,Bagpat,200,6,7,0,18,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,24,GUJARAT,676
Uttar Pradesh,Bahraich,287,37,10,23,24,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,466
Uttar Pradesh,Ballia,367,71,9,0,10,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,467
Uttar Pradesh,Balrampur,194,7,9,21,18,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,468
Uttar Pradesh,Banda,277,38,4,0,14,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,469
Uttar Pradesh,Barabanki,338,25,17,14,30,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,470
Uttar Pradesh,Bareilly,397,52,6,26,29,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,471
Uttar Pradesh,Basti,267,32,11,6,5,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,472
Uttar Pradesh,Bijnor,331,48,7,12,16,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,473
Uttar Pradesh,Budaun,291,40,8,0,17,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,474
Uttar Pradesh,Bulandshahar,344,41,10,0,30,0,4,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,475
Uttar Pradesh,C S M Nagar (Amethi),213,19,13,0,12,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,476
Uttar Pradesh,Chandauli,232,21,4,16,9,0,4,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,477
Uttar Pradesh,Chitrakoot,111,14,6,23,14,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,478
Uttar Pradesh,Deoria,320,66,16,0,11,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,479
Uttar Pradesh,Etah,186,24,4,5,10,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,480
Uttar Pradesh,Etawah,165,14,8,4,19,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,481
Uttar Pradesh,Faizabad (Ayodhya),255,33,5,0,7,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,482
Uttar Pradesh,Farrukhabad,165,13,8,27,18,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,484
Uttar Pradesh,Fatehpur,302,35,7,19,13,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,485
Uttar Pradesh,Firozabad,216,43,9,4,22,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,486
Uttar Pradesh,Gautam Buddha Nagar,110,12,5,18,25,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,487
Uttar Pradesh,Ghaziabad,130,21,4,16,45,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,488
Uttar Pradesh,Ghazipur,418,43,6,0,20,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,489
Uttar Pradesh,Gonda,320,39,16,2,13,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,490
Uttar Pradesh,Gorakhpur,513,57,9,16,34,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,491
Uttar Pradesh,Hamirpur,214,34,4,0,6,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,492
Uttar Pradesh,Hapur,176,7,4,0,19,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,493
Uttar Pradesh,Hardoi,421,45,7,12,17,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,494
Uttar Pradesh,Hathras,194,10,7,0,17,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,495
Uttar Pradesh,Jalaun,263,33,7,23,8,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,496
Uttar Pradesh,Jaunpur,503,73,16,4,10,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,497
Uttar Pradesh,Jhansi,311,25,8,27,24,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,498
Uttar Pradesh,J P Nagar (Amroha),175,15,8,0,16,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,499
Uttar Pradesh,Kannauj,191,14,11,0,19,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,500
Uttar Pradesh,Kanpur Dehat,240,11,6,0,20,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,27,MAHARASHTRA,665
Uttar Pradesh,Kanpur Nagar,369,23,10,21,67,0,4,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,502
Uttar Pradesh,Kashi Ram Nagar,169,24,7,1,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,503
Uttar Pradesh,Kaushambi,175,24,5,0,12,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,504
Uttar Pradesh,Kushinagar,352,37,16,16,20,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,505
Uttar Pradesh,Lakhimpur Kheri,367,46,14,19,14,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,506
Uttar Pradesh,Lalitpur,175,21,4,22,6,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,510
Uttar Pradesh,Lucknow,291,18,17,15,62,0,10,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,511
Uttar Pradesh,Maharajganj,291,27,12,0,13,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,515
Uttar Pradesh,Mahoba,146,2,4,4,15,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,517
Uttar Pradesh,Mainpuri,206,37,10,0,9,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,519
Uttar Pradesh,Mathura,205,20,7,0,17,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,520
Uttar Pradesh,Maunathbhanjan,225,21,6,0,22,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,521
Uttar Pradesh,Meerut,252,14,12,28,43,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,28,ANDHRA PRADESH,523
Uttar Pradesh,Mirzapur,245,22,16,18,16,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,524
Uttar Pradesh,Moradabad,249,31,3,18,29,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,525
Uttar Pradesh,Muzaffarnagar,260,28,4,26,21,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,526
Uttar Pradesh,Pilibhit,199,23,6,0,5,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,527
Uttar Pradesh,Pratapgarh,355,36,12,0,18,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,528
Uttar Pradesh,Rae Bareli,333,36,17,19,15,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,529
Uttar Pradesh,Rampur,211,15,5,0,20,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,530
Uttar Pradesh,Saharanpur,363,43,12,0,17,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,531
Uttar Pradesh,Sambhal,214,27,9,0,4,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,532
Uttar Pradesh,Sant Kabir Nagar,185,22,4,0,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,533
Uttar Pradesh,Sant Ravidas Nagar,161,8,5,0,9,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,534
Uttar Pradesh,Shahjahanpur,296,37,16,2,10,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,535
Uttar Pradesh,Shamli,133,6,7,2,18,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,536
Uttar Pradesh,Shrawasti,92,4,6,33,8,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,537
Uttar Pradesh,Siddharth Nagar,261,55,8,17,10,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,538
Uttar Pradesh,Sitapur,447,65,18,24,2,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,539
Uttar Pradesh,Sonbhadra,173,26,7,0,5,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,540
Uttar Pradesh,Sultanpur,238,19,13,7,23,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,541
Uttar Pradesh,Unnav,337,39,7,20,15,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,542
Uttar Pradesh,Varanasi,298,20,12,22,31,0,4,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,543
West Bengal,Alipurduar,209,5,7,27,9,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,544
West Bengal,Bankura,564,73,22,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,545
West Bengal,Paschim Bardhaman,159,38,15,14,22,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,546
West Bengal,Purba Bardhaman,574,18,24,18,64,3,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,547
West Bengal,Birbhum,441,11,19,43,51,4,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,548
West Bengal,Dakshin Dinajpur,248,22,9,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,549
West Bengal,Darjiling,230,28,14,0,0,1,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,550
West Bengal,Kalimpong,,7,0,0,0,,,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,630
West Bengal,Haora,419,36,16,29,38,8,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,631
West Bengal,Hugli,660,91,22,0,0,6,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,29,KARNATAKA,635
West Bengal,Jalpaiguri,286,2,8,15,25,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,30,GOA,551
West Bengal,Koch Bihar,406,31,12,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,30,GOA,552
West Bengal,Malda,511,40,17,0,0,2,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,31,LAKSHADWEEP,553
West Bengal,Nadia,469,64,18,0,0,5,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,554
West Bengal,North 24-Parganas,742,149,35,0,0,12,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,555
West Bengal,Paschim Medinipur,628,27,22,11,40,5,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,556
West Bengal,Purba Medinipur,701,40,24,5,19,7,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,557
West Bengal,Jhargram,219,26,8,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,558
West Bengal,Puruliya,485,55,20,0,0,3,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,559
West Bengal,South 24-Parganas,1068,76,33,0,0,12,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,560
West Bengal,Uttar Dinajpur,344,24,10,0,0,4,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,561
West Bengal,Kolkata,0,144,4,0,0,0,0,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,562
A& N Islands,South Andman,29,10,1,10,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,563
A& N Islands,North & Middle Andman,34,8,2,10,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,564
A& N Islands,Nicobar,33,4,1,8,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,565
Chandigarh,Chandigarh,4,36,2,0,10,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,566
D & N Haveli,Uni District UT,47,8,2,24,3,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,32,KERALA,567
Daman & Diu,Daman,6,0,1,14,3,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,568
Daman & Diu,Diu,0,0,1,6,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,568
Delhi,Central,14,69,0,0,0,3,9,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,568
Delhi,East,15,34,0,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,569
Delhi,New Delhi,6,73,0,0,0,3,7,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,569
Delhi,North,8,40,0,0,0,0,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,569
Delhi,North East,12,28,0,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,570
Delhi,North West,29,65,0,0,0,1,5,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,571
Delhi,Shahdara,25,33,0,0,0,1,6,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,572
Delhi,South,13,34,0,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,572
Delhi,South East,12,49,0,0,0,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,573
Delhi,South West,36,42,0,0,0,1,3,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,573
Delhi,West,34,73,0,0,0,0,7,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,574
Lakshadweep,Lakshadweep,14,4,3,0,0,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,575
Puducherry,Puducherry,55,10,2,1,17,3,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,576
Puducherry,Karaikal,17,0,1,0,11,2,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,577
Puducherry,Mahe,4,1,1,0,0,1,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,578
Puducherry,Yanam,4,0,0,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,579
Jammu and Kashmir,Anantnag,149,19,5,8,24,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,580
Jammu and Kashmir,Bandipora,79,13,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,581
Jammu and Kashmir,Baramulla,212,32,6,5,24,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,582
Jammu and Kashmir,Budgam,152,49,9,1,1,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,583
Jammu and Kashmir,Doda,151,26,3,12,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,584
Jammu and Kashmir,Ganderbal,63,19,1,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,585
Jammu and Kashmir,Jammu,176,37,8,28,21,0,2,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,585
Jammu and Kashmir,Kargil,138,16,4,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,586
Jammu and Kashmir,Kathua,188,38,5,9,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,586
Jammu and Kashmir,Kishtwar,86,16,1,7,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,587
Jammu and Kashmir,Kulgam,128,26,3,5,2,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,587
Jammu and Kashmir,Kupwara,259,17,7,0,22,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,588
Jammu and Kashmir,Leh,124,16,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,588
Jammu and Kashmir,Poonch,147,32,3,2,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,589
Jammu and Kashmir,Pulwama,92,33,3,12,3,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,590
Jammu and Kashmir,Rajouri,217,37,7,4,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,591
Jammu and Kashmir,Ramban,93,19,3,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,592
Jammu and Kashmir,Reasi,111,22,2,1,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,593
Jammu and Kashmir,Samba,80,12,3,10,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,594
Jammu and Kashmir,Shopian,60,10,2,0,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,595
Jammu and Kashmir,Srinagar,59,40,1,4,0,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,596
Jammu and Kashmir,Udhampur,136,31,2,17,7,0,1,2018-19,2018,"Financial Year (Apr - Mar), 2018",India,33,TAMIL NADU,597
,,,,,,,,,,,,India,33,TAMIL NADU,610
,,,,,,,,,,,,India,33,TAMIL NADU,634
,,,,,,,,,,,,India,33,TAMIL NADU,729
,,,,,,,,,,,,India,33,TAMIL NADU,730
,,,,,,,,,,,,India,33,TAMIL NADU,731
,,,,,,,,,,,,India,33,TAMIL NADU,732
,,,,,,,,,,,,India,33,TAMIL NADU,733
,,,,,,,,,,,,India,33,TAMIL NADU,733
,,,,,,,,,,,,India,33,TAMIL NADU,735
,,,,,,,,,,,,India,34,PUDUCHERRY,598
,,,,,,,,,,,,India,34,PUDUCHERRY,599
,,,,,,,,,,,,India,34,PUDUCHERRY,600
,,,,,,,,,,,,India,34,PUDUCHERRY,601
,,,,,,,,,,,,India,35,ANDAMAN AND NICOBAR ISLANDS,602
,,,,,,,,,,,,India,35,ANDAMAN AND NICOBAR ISLANDS,603
,,,,,,,,,,,,India,35,ANDAMAN AND NICOBAR ISLANDS,632
,,,,,,,,,,,,India,36,TELANGANA,501
,,,,,,,,,,,,India,36,TELANGANA,507
,,,,,,,,,,,,India,36,TELANGANA,508
,,,,,,,,,,,,India,36,TELANGANA,509
,,,,,,,,,,,,India,36,TELANGANA,512
,,,,,,,,,,,,India,36,TELANGANA,513
,,,,,,,,,,,,India,36,TELANGANA,514
,,,,,,,,,,,,India,36,TELANGANA,516
,,,,,,,,,,,,India,36,TELANGANA,518
,,,,,,,,,,,,India,36,TELANGANA,522
,,,,,,,,,,,,India,36,TELANGANA,680
,,,,,,,,,,,,India,36,TELANGANA,681
,,,,,,,,,,,,India,36,TELANGANA,682
,,,,,,,,,,,,India,36,TELANGANA,683
,,,,,,,,,,,,India,36,TELANGANA,684
,,,,,,,,,,,,India,36,TELANGANA,685
,,,,,,,,,,,,India,36,TELANGANA,686
,,,,,,,,,,,,India,36,TELANGANA,687
,,,,,,,,,,,,India,36,TELANGANA,688
,,,,,,,,,,,,India,36,TELANGANA,689
,,,,,,,,,,,,India,36,TELANGANA,690
,,,,,,,,,,,,India,36,TELANGANA,691
,,,,,,,,,,,,India,36,TELANGANA,692
,,,,,,,,,,,,India,36,TELANGANA,693
,,,,,,,,,,,,India,36,TELANGANA,694
,,,,,,,,,,,,India,36,TELANGANA,695
,,,,,,,,,,,,India,36,TELANGANA,696
,,,,,,,,,,,,India,36,TELANGANA,697
,,,,,,,,,,,,India,36,TELANGANA,698
,,,,,,,,,,,,India,36,TELANGANA,699
,,,,,,,,,,,,India,36,TELANGANA,700
,,,,,,,,,,,,India,36,TELANGANA,720
,,,,,,,,,,,,India,36,TELANGANA,721
,,,,,,,,,,,,India,37,LADAKH,6
,,,,,,,,,,,,India,37,LADAKH,9
,,,,,,,,,,,,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463
,,,,,,,,,,,,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464
,,,,,,,,,,,,India,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465
